DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(mA),Voltage(V),Capacity(mAh),Spec. Cap.(mAh/g),Chg. Cap.(mAh),Chg. Spec. Cap.(mAh/g),DChg. Cap.(mAh),DChg. Spec. Cap.(mAh/g),Energy(mWh),Spec. Energy(mWh/g),Chg. Energy(mWh),Chg. Spec. Energy(mWh/g),DChg. Energy(mWh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mO),Module start-stop switch
27,1,1,Rest,00:13:00,00:13:00,0.0000,2.1502,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:55:18,0.0000000,0.0000,0.0000,0,Close
28,1,1,Rest,00:13:30,00:13:30,0.0000,2.1500,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:55:48,0.0000000,0.0000,0.0000,0,Close
29,1,1,Rest,00:14:00,00:14:00,0.0000,2.1500,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:56:18,0.0000000,0.0000,0.0000,0,Close
30,1,1,Rest,00:14:30,00:14:30,0.0000,2.1499,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:56:48,0.0000000,0.0000,0.0000,0,Close
31,1,1,Rest,00:15:00,00:15:00,0.0000,2.1499,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:57:18,0.0000000,0.0000,0.0000,0,Close
32,1,1,Rest,00:15:30,00:15:30,0.0000,2.1499,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:57:48,0.0000000,0.0000,0.0000,0,Close
33,1,1,Rest,00:16:00,00:16:00,0.0000,2.1498,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:58:18,0.0000000,0.0000,0.0000,0,Close
34,1,1,Rest,00:16:30,00:16:30,0.0000,2.1497,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:58:48,0.0000000,0.0000,0.0000,0,Close
35,1,1,Rest,00:17:00,00:17:00,0.0000,2.1497,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:59:18,0.0000000,0.0000,0.0000,0,Close
36,1,1,Rest,00:17:30,00:17:30,0.0000,2.1497,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 15:59:48,0.0000000,0.0000,0.0000,0,Close
37,1,1,Rest,00:18:00,00:18:00,0.0000,2.1495,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:00:18,0.0000000,0.0000,0.0000,0,Close
38,1,1,Rest,00:18:30,00:18:30,0.0000,2.1495,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:00:48,0.0000000,0.0000,0.0000,0,Close
39,1,1,Rest,00:19:00,00:19:00,0.0000,2.1494,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:01:18,0.0000000,0.0000,0.0000,0,Close
40,1,1,Rest,00:19:30,00:19:30,0.0000,2.1493,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:01:48,0.0000000,0.0000,0.0000,0,Close
41,1,1,Rest,00:20:00,00:20:00,0.0000,2.1493,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:02:18,0.0000000,0.0000,0.0000,0,Close
42,1,1,Rest,00:20:30,00:20:30,0.0000,2.1493,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:02:48,0.0000000,0.0000,0.0000,0,Close
43,1,1,Rest,00:21:00,00:21:00,0.0000,2.1492,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:03:18,0.0000000,0.0000,0.0000,0,Close
44,1,1,Rest,00:21:30,00:21:30,0.0000,2.1492,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:03:48,0.0000000,0.0000,0.0000,0,Close
45,1,1,Rest,00:22:00,00:22:00,0.0000,2.1491,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:04:18,0.0000000,0.0000,0.0000,0,Close
46,1,1,Rest,00:22:30,00:22:30,0.0000,2.1490,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:04:48,0.0000000,0.0000,0.0000,0,Close
47,1,1,Rest,00:23:00,00:23:00,0.0000,2.1490,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:05:18,0.0000000,0.0000,0.0000,0,Close
48,1,1,Rest,00:23:30,00:23:30,0.0000,2.1489,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:05:48,0.0000000,0.0000,0.0000,0,Close
49,1,1,Rest,00:24:00,00:24:00,0.0000,2.1489,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:06:18,0.0000000,0.0000,0.0000,0,Close
50,1,1,Rest,00:24:30,00:24:30,0.0000,2.1489,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:06:48,0.0000000,0.0000,0.0000,0,Close
51,1,1,Rest,00:25:00,00:25:00,0.0000,2.1488,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:07:18,0.0000000,0.0000,0.0000,0,Close
52,1,1,Rest,00:25:30,00:25:30,0.0000,2.1487,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:07:48,0.0000000,0.0000,0.0000,0,Close
53,1,1,Rest,00:26:00,00:26:00,0.0000,2.1488,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:08:18,0.0000000,0.0000,0.0000,0,Close
54,1,1,Rest,00:26:30,00:26:30,0.0000,2.1486,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:08:48,0.0000000,0.0000,0.0000,0,Close
55,1,1,Rest,00:27:00,00:27:00,0.0000,2.1486,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:09:18,0.0000000,0.0000,0.0000,0,Close
56,1,1,Rest,00:27:30,00:27:30,0.0000,2.1486,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:09:48,0.0000000,0.0000,0.0000,0,Close
57,1,1,Rest,00:28:00,00:28:00,0.0000,2.1485,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:10:18,0.0000000,0.0000,0.0000,0,Close
58,1,1,Rest,00:28:30,00:28:30,0.0000,2.1485,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:10:48,0.0000000,0.0000,0.0000,0,Close
59,1,1,Rest,00:29:00,00:29:00,0.0000,2.1484,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:11:18,0.0000000,0.0000,0.0000,0,Close
60,1,1,Rest,00:29:30,00:29:30,0.0000,2.1483,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:11:48,0.0000000,0.0000,0.0000,0,Close
61,1,1,Rest,00:30:00,00:30:00,0.0000,2.1483,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:12:18,0.0000000,0.0000,0.0000,0,Close
62,1,1,Rest,00:30:30,00:30:30,0.0000,2.1482,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:12:48,0.0000000,0.0000,0.0000,0,Close
63,1,1,Rest,00:31:00,00:31:00,0.0000,2.1482,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:13:18,0.0000000,0.0000,0.0000,0,Close
64,1,1,Rest,00:31:30,00:31:30,0.0000,2.1482,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:13:48,0.0000000,0.0000,0.0000,0,Close
65,1,1,Rest,00:32:00,00:32:00,0.0000,2.1481,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:14:18,0.0000000,0.0000,0.0000,0,Close
66,1,1,Rest,00:32:30,00:32:30,0.0000,2.1480,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:14:48,0.0000000,0.0000,0.0000,0,Close
67,1,1,Rest,00:33:00,00:33:00,0.0000,2.1480,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:15:18,0.0000000,0.0000,0.0000,0,Close
68,1,1,Rest,00:33:30,00:33:30,0.0000,2.1479,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:15:48,0.0000000,0.0000,0.0000,0,Close
69,1,1,Rest,00:34:00,00:34:00,0.0000,2.1479,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:16:18,0.0000000,0.0000,0.0000,0,Close
70,1,1,Rest,00:34:30,00:34:30,0.0000,2.1477,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:16:48,0.0000000,0.0000,0.0000,0,Close
71,1,1,Rest,00:35:00,00:35:00,0.0000,2.1477,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:17:18,0.0000000,0.0000,0.0000,0,Close
72,1,1,Rest,00:35:30,00:35:30,0.0000,2.1477,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:17:48,0.0000000,0.0000,0.0000,0,Close
73,1,1,Rest,00:36:00,00:36:00,0.0000,2.1477,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:18:18,0.0000000,0.0000,0.0000,0,Close
74,1,1,Rest,00:36:30,00:36:30,0.0000,2.1476,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:18:48,0.0000000,0.0000,0.0000,0,Close
75,1,1,Rest,00:37:00,00:37:00,0.0000,2.1476,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:19:18,0.0000000,0.0000,0.0000,0,Close
76,1,1,Rest,00:37:30,00:37:30,0.0000,2.1474,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:19:48,0.0000000,0.0000,0.0000,0,Close
77,1,1,Rest,00:38:00,00:38:00,0.0000,2.1475,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:20:18,0.0000000,0.0000,0.0000,0,Close
78,1,1,Rest,00:38:30,00:38:30,0.0000,2.1474,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:20:48,0.0000000,0.0000,0.0000,0,Close
79,1,1,Rest,00:39:00,00:39:00,0.0000,2.1475,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:21:18,0.0000000,0.0000,0.0000,0,Close
80,1,1,Rest,00:39:30,00:39:30,0.0000,2.1474,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:21:48,0.0000000,0.0000,0.0000,0,Close
81,1,1,Rest,00:40:00,00:40:00,0.0000,2.1473,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:22:18,0.0000000,0.0000,0.0000,0,Close
82,1,1,Rest,00:40:30,00:40:30,0.0000,2.1472,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:22:48,0.0000000,0.0000,0.0000,0,Close
83,1,1,Rest,00:41:00,00:41:00,0.0000,2.1472,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:23:18,0.0000000,0.0000,0.0000,0,Close
84,1,1,Rest,00:41:30,00:41:30,0.0000,2.1471,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:23:48,0.0000000,0.0000,0.0000,0,Close
85,1,1,Rest,00:42:00,00:42:00,0.0000,2.1471,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:24:18,0.0000000,0.0000,0.0000,0,Close
86,1,1,Rest,00:42:30,00:42:30,0.0000,2.1471,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:24:48,0.0000000,0.0000,0.0000,0,Close
87,1,1,Rest,00:43:00,00:43:00,0.0000,2.1470,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:25:18,0.0000000,0.0000,0.0000,0,Close
88,1,1,Rest,00:43:30,00:43:30,0.0000,2.1470,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:25:48,0.0000000,0.0000,0.0000,0,Close
89,1,1,Rest,00:44:00,00:44:00,0.0000,2.1469,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:26:18,0.0000000,0.0000,0.0000,0,Close
90,1,1,Rest,00:44:30,00:44:30,0.0000,2.1469,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:26:48,0.0000000,0.0000,0.0000,0,Close
91,1,1,Rest,00:45:00,00:45:00,0.0000,2.1468,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:27:18,0.0000000,0.0000,0.0000,0,Close
92,1,1,Rest,00:45:30,00:45:30,0.0000,2.1469,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:27:48,0.0000000,0.0000,0.0000,0,Close
93,1,1,Rest,00:46:00,00:46:00,0.0000,2.1468,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:28:18,0.0000000,0.0000,0.0000,0,Close
94,1,1,Rest,00:46:30,00:46:30,0.0000,2.1467,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:28:48,0.0000000,0.0000,0.0000,0,Close
95,1,1,Rest,00:47:00,00:47:00,0.0000,2.1467,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:29:18,0.0000000,0.0000,0.0000,0,Close
96,1,1,Rest,00:47:30,00:47:30,0.0000,2.1466,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:29:48,0.0000000,0.0000,0.0000,0,Close
97,1,1,Rest,00:48:00,00:48:00,0.0000,2.1466,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:30:18,0.0000000,0.0000,0.0000,0,Close
98,1,1,Rest,00:48:30,00:48:30,0.0000,2.1466,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:30:48,0.0000000,0.0000,0.0000,0,Close
99,1,1,Rest,00:49:00,00:49:00,0.0000,2.1465,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:31:18,0.0000000,0.0000,0.0000,0,Close
100,1,1,Rest,00:49:30,00:49:30,0.0000,2.1465,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:31:48,0.0000000,0.0000,0.0000,0,Close
101,1,1,Rest,00:50:00,00:50:00,0.0000,2.1465,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:32:18,0.0000000,0.0000,0.0000,0,Close
102,1,1,Rest,00:50:30,00:50:30,0.0000,2.1464,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:32:48,0.0000000,0.0000,0.0000,0,Close
103,1,1,Rest,00:51:00,00:51:00,0.0000,2.1464,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:33:18,0.0000000,0.0000,0.0000,0,Close
104,1,1,Rest,00:51:30,00:51:30,0.0000,2.1463,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:33:48,0.0000000,0.0000,0.0000,0,Close
105,1,1,Rest,00:52:00,00:52:00,0.0000,2.1463,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:34:18,0.0000000,0.0000,0.0000,0,Close
106,1,1,Rest,00:52:30,00:52:30,0.0000,2.1463,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:34:48,0.0000000,0.0000,0.0000,0,Close
107,1,1,Rest,00:53:00,00:53:00,0.0000,2.1462,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:35:18,0.0000000,0.0000,0.0000,0,Close
108,1,1,Rest,00:53:30,00:53:30,0.0000,2.1462,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:35:48,0.0000000,0.0000,0.0000,0,Close
109,1,1,Rest,00:54:00,00:54:00,0.0000,2.1461,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:36:18,0.0000000,0.0000,0.0000,0,Close
110,1,1,Rest,00:54:30,00:54:30,0.0000,2.1461,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:36:48,0.0000000,0.0000,0.0000,0,Close
111,1,1,Rest,00:55:00,00:55:00,0.0000,2.1461,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:37:18,0.0000000,0.0000,0.0000,0,Close
112,1,1,Rest,00:55:30,00:55:30,0.0000,2.1461,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:37:48,0.0000000,0.0000,0.0000,0,Close
113,1,1,Rest,00:56:00,00:56:00,0.0000,2.1462,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:38:18,0.0000000,0.0000,0.0000,0,Close
114,1,1,Rest,00:56:30,00:56:30,0.0000,2.1460,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:38:48,0.0000000,0.0000,0.0000,0,Close
115,1,1,Rest,00:57:00,00:57:00,0.0000,2.1459,0,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2025-09-19 16:39:18,0.0000000,0.0000,0.0000,0,Close
